description,name,image,number
"Making a statement to the glamorous nature of your personal design aesthetic is the Odelia Collection. The striking silver finish of the collection serves to highlight the decorative accents that reign the design â crocodile embossed drawer fronts with polished nickel hardware, mirrored top drawer fronts with their faceted knob hardware and crystal-embellished button-tufted pearl bi-cast vinyl inserts on the headboard and foot board. The available twin, full, queen, Eastern King and California King bed options allow for perfect placement in your bedroom space.",Odelia Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1708T-1__1-750x500.jpg,1708T-1
"Classic in design and bold in style, the youth version of our popular Aris Collection adds warmth and character to your childâs bedroom. Bun feet serve to support the simple yet elegantly designed case pieces, while the warm brown cherry finish on select hardwoods and veneers completes the overall look. Student desk with hutch and coordinating chair are also available.",Aris Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,B1422-1F
The warmth of cottage living is invoked by the classic styling of the adult and youth Morelle Collection. The low post bed features picture framing and round finials with the case pieces featuring molded drawer fronts and knob hardware. The newly added cherry finish offers an additional option to the classic black and white finishes that are currently available.,Morelle Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1356TC-1__1-750x500.jpg,1356TC-1
"The Cinderella Collection is your little girlâs dream. The Victorian styling incorporates floral motif hardware, dark cherry finish and traditional carving details that will create the feeling of a room worth of a fairy tale princess. offering regular bed, daybed and canopy poster bed in both dark cherry and ecru painted white wash finishes.",Cinderella Collection ,https://www.homelegance.com/wp-content/uploads/2012/04/1386DNC_1-750x500.jpg,1386DNC-1
"The Cinderella Collection is your little girlâs dream. The Victorian styling incorporates floral motif hardware, antique ecru finish and traditional carving details that will create the feeling of a room worth of a fairy tale princess. A canopy bed completes the fantasy of this whimsical collection. Turned posts reach for the heights and are topped with carved finials. The additional trundle provides the extra sleeping space for princesses visiting from other kingdoms. Also available in dark cherry finish.",Cinderella Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1386TPPNC-1
"The Cinderella Collection is your little girlâs dream. The Victorian styling incorporates floral motif hardware, antique ecru finish and traditional carving details that will create the feeling of a room worth of a fairy tale princess. A canopy bed completes the fantasy of this whimsical collection. Turned posts reach for the heights and are topped with carved finials. The additional trundle provides the extra sleeping space for princesses visiting from other kingdoms. Also available in dark cherry finish.",Cinderella Collection ,https://www.homelegance.com/wp-content/uploads/2013/01/1386TPP.jpg,1386TPP-1
"The Cinderella Collection is your little childâs dream. The Victorian styling incorporates floral motif hardware, ecru painted finish and traditional carving details that will create the feeling of a room worth of a fairy tale princess. Offering regular bed, daybed and canopy poster bed in both ecru painted white wash and dark cherry finishes.",Cinderella Collection ,https://www.homelegance.com/wp-content/uploads/2012/04/1386D_1-750x500.jpg,1386D-1
"The ever popular Louis Philippe style is updated with functional accoutrements in the Abbeville Collection. Button and bale hardware grace the drawer fronts of each piece in the collection, while unbeknownst to the casual observer, there is hidden drawer storage on the nightstand, dresser, and chest â each easily accessible with a pull of the front top frame. The sleigh bed furthers the timeless look of this youth collection, which is also offered in adult collection. Okume veneers are elegantly highlighted with a traditional brown cherry finish.",Abbeville Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1856T-1__1-750x500.jpg,1856T-1
"The contemporary design of the Lorenzi Collection is enhanced by the addition of the durable black vinyl covering that encases each piece in the collection. Painted grey hardware provides a distinct contrast to the finish of cover. Scaled for urban living, this collection will prove a unique and stylish addition to your master, youth, and guest bedrooms.",Lorenzi Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/2220T-1__1-750x500.jpg,2220T-1
"Enhancing the contemporary design of your bedroom is the focus of the Edina Collection. The espresso-hinted cherry finish builds on the unexaggerated lines of this bedroom suite, blended with the tufted vinyl inserts on the headboard and the polished nickel finished hardware, culminates to achieve the modern look. Whether it is a hard contemporary or a softer transitional feel, your dÃ©cor design options are wide open with this adult bedroom collection, as well as youth.",Edina Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/2145T-1__1-750x500.jpg,2145T-1
"The contemporary styling of the Vestavia Collection provides a unique platform from which to redecorate your bedroom. Faux wood printed veneer provides subtle texture and a grey finish as perfect contrast to the dark brown finish of the base rails of the case pieces and back panels of the headboard and footboard. Clean lines lend to the angular modern look and are enhanced by the horizontal brushed nickel hardware. Offered in both adult and youth beds, this collection provides great flexibility to your rooms at home.",Vestavia Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1936T-1__1-750x500.jpg,1936T-1
"Blending the elements of contemporary design and rustic aesthetic, the Beechnut Collection is a unique addition to your master, youth or guest bedroom. Dark under-paneling serves to highlight the light finish of the embossed, faux-wood veneer of the raised panels on the bed and case goods. Contrasting cup hardware punctuates each drawer front.",Beechnut Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1904T-1__1-750x500.jpg,1904T-1
"Traditional in design and modest in scale, the elegant Mayville Collection takes its design inspiration from the classic Louis Philippe styling. Featuring four distinct finishes â burnished brown cherry, white, black, and the newly offered stained grey â with all of the traditional flare unique to the style â antiqued metal bale hardware and distinct framing â this collection is a perfect addition to your traditional adult or youth bedroom.",Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2015/10/2147TSG__11-750x500.jpg,2147TSG
"With a design as sweet as the name implies, the Clementine Collection will be a bright and classic addition for your childrenâs sanctuary. Scaled for your childâs bedroom, the traditional bed and bunk bed offer a customizable sleep spaces to suit your individual needs. Wooden knob hardware stands boldly against the double bow-fronted case goods while the additional decorative accents of framed bead-board paneling and scalloped base carry over to the design of the turned post headboard and footboard â further enhancing the classic look of this lovely bedroom. The bunk bed features an optional full-size extension kit for the lower bunk. Also offered for each bed in the collection is a functional trundle allowing for the option of either storage or twin bed.",with B1799-R Twin Trundle Clementine Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/B1799-1F__1__B1799-1F_with_____B1799-R_Twin_Trundle-750x500.jpg,B1799-1F
"With a design as sweet as the name implies, the Clementine Collection will be a bright and classic addition for your childrenâs sanctuary. Scaled for your childâs bedroom, the traditional bed and bunk bed offer a customizable sleep spaces to suit your individual needs. Wooden knob hardware stands boldly against the double bow-fronted case goods while the additional decorative accents of framed bead-board paneling and scalloped base carry over to the design of the turned post headboard and footboard â further enhancing the classic look of this lovely bedroom. The bunk bed features an optional full-size extension kit for the lower bunk. Also offered for each bed in the collection is a functional trundle allowing for the option of either storage or twin bed.",Clementine Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/B1799T-1__1-750x500.jpg,B1799T-1
"Traditional in design and modest in scale, the elegant Mayville Collection takes its design inspiration from the classic Louis Philippe styling. Featuring four distinct finishes â burnished brown cherry, white, black, and the newly offered stained grey â with all of the traditional flare unique to the style â antiqued metal bale hardware and distinct framing â this collection is a perfect addition to your traditional adult or youth bedroom.",Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2147TBK__1-750x500.jpg,2147TBK
"Traditional in design and modest in scale, the elegant Mayville Collection takes its design inspiration from the classic Louis Philippe styling. Featuring four distinct finishes â burnished brown cherry, white, black, and the newly offered stained grey â with all of the traditional flare unique to the style â antiqued metal bale hardware and distinct framing â this collection is a perfect addition to your traditional adult or youth bedroom.",Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2147TW__11-750x500.jpg,2147TW
"With hints of modern, industrial and country styling and nod to trend driven design, the Bernal Heights Collection will be a stylish addition to your youth and adult bedrooms. Cup pull hardware is featured prominently on each case piece while nailhead accents serve to enhance the neutral toned fabric headboard. A dark walnut finish rounds out the look of the Bernal Heights Collection.",Bernal Heights Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1810T-1__1-750x500.jpg,1810T-1
"Perfectly at home in a childâs or second bedroom, the Pallina Collection will be a stylish addition to your home. Crafted of metal in white powder coating, with refined design that decorates the headboard and footboard, this elegant bed will pair with a number of room styles. With twin or full option to fit your needs, the metal slat system requires that a mattress only is needed to complete the bed.",Pallina Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/2021TW-1__1-750x500.jpg,2021TW-1
"With a look that is a perfect complement to a number of room decors, the Averny Collection will provide the additional sleep space you need for your home. The headboard and footboard are supported by a metal slat system that requires that a mattress only is needed to complete the bed. Ball finials and a black & brown two-tone finish complete the look of the bed.",Averny Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/2020TBK-1__1-750x500.jpg,2020TBK-1
 ,Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/2147T-1__1-750x500.jpg,2147T-1
"The Copley Collection features clean contemporary design that will complement any home d cor. With economical and environmental concerns in mind, the night stand, dresser and mirror are conveniently packed in one carton. Chest and additional night stands are also available. The Copley Collection showcases a wide beveled wood frame with satin nickel hardware accented in espresso finish on select hardwoods and veneers. To offer more flexibility, it offers three headboard options: wood sleigh headboard, panel headboard with white bi-case vinyl inserts, and fully upholstered dark brown bi-cast vinyl headboard.",Copley Collection ,https://www.homelegance.com/wp-content/uploads/2013/04/815TPU-1__1-750x500.jpg,815TPU-1
"Maximizing sleep space is achieved with the stylish Rowe Collection. This transitional bunk bed is featured in a dark cherry finish making it an appropriate choice for a number of youth bedroom settings. With twin over full, twin over twin and the newly added full over full configurations, the design allows you to choose the size that is right for your family. Two under bed options are available â toy boxes that provide additional storage space or twin trundle that offers additional sleep space.",Rowe Collection ,https://www.homelegance.com/wp-content/uploads/2016/04/B2013FFDC-1__1-750x500.jpg,B2013FFDC-1
The beauty of the Glamour Collection lies in the simple lines and style for your adult or youth bedroom. The panel headboard and footboard feature a grid pattern to give your bedroom suite an added touch of character. Select hardwoods and veneers in warm cherry finish with bold hardware accent give the Glamour Collection a desired look to your home dÃ©cor.,Glamour Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1349T-1
The warmth of cottage living is invoked by the classic styling of the adult and youth Morelle Collection. The low post bed features picture framing and round finials with the case pieces featuring molded drawer fronts and knob hardware. The newly offered cherry finish offers an additional option to the classic black and white finishes that are currently available.,Morelle Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1356TBK-1
The warmth of cottage living is invoked by the classic styling of the adult and youth Morelle Collection. The low post bed features picture framing and round finials with the case pieces featuring molded drawer fronts and knob hardware. The newly offered cherry finish offers an additional option to the classic black and white finishes that are currently available.,Morelle Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1356TW-1
"The Cinderella Collection is your little girlâs dream. The Victorian styling incorporates floral motif hardware, dark cherry finish and traditional carving details that will create the feeling of a room worth of a fairy tale princess. offering regular bed, daybed and canopy poster bed in both dark cherry and ecru painted white wash finishes.",Cinderella Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1386TNC-1
"Classic in design and bold in style, the youth version of our popular Aris Collection adds warmth and character to your childâs bedroom. Bun feet serve to support the simple yet elegantly designed case pieces, while the warm brown cherry finish on select hardwoods and veneers completes the overall look. Student desk with hutch and coordinating chair are also available.",Sanibel Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2119TW-1
"As breezy as a day at the beach, the modern cottage styling of the Sanibel Collection will meld effortlessly with your casual personal style. Diamond overlay curves throughout the entire collection â capping the headboard then carrying on to the gracefully bowed case pieces. The versatility of the design lends to the perfect placement in a master suite, guest or childâs bedroom. The collection is offered in black or white.",Sanibel Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2119TBK-1
The warmth of cottage living is invoked by the classic styling of the adult and youth Morelle Collection. The low post bed features picture framing and round finials with the case pieces featuring molded drawer fronts and knob hardware. The newly offered cherry finish offers an additional option to the classic black and white finishes that are currently available.,Morelle Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1356TPRW-T
The warmth of cottage living is invoked by the classic styling of the adult and youth Morelle Collection. The low post bed features picture framing and round finials with the case pieces featuring molded drawer fronts and knob hardware. The newly offered cherry finish offers an additional option to the classic black and white finishes that are currently available.,Morelle Morelle Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1356TPRBK-T
"Bunk Beds provide the ultimate function in  space saving bedroom arrangements. The Exuberance Collectionâs espresso  finish blends effortlessly into a multitude of childrenâs room designs.  The bunk bed is ready to assemble and features coordinating ladder and  optional under bunk storage drawers. Whether sharing a bedroom with  their siblings or just having the extra space for their best friends,  children of all ages will clamor for the top bunk! Storage boxes (two  per package) are optional.",Exuberance Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,B45-1
"Your little boy is growing up. Homeworkâ¦friendsâ¦video gamesâ¦ His bedroom needs will be perfectly met with the Spaced Out Collection. The bunk beds provide ample room in a futuristic configuration. Supported with the cool lines of an X frame, the Spaced Out Collection features framed, chrome-finished, diamond-plate metal accents and a cool gunmetal grey powder-coat finish.",Spaced Out Spaced Out Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,B813T-1
"The Cinderella Collection is your little childâs dream. The Victorian styling incorporates floral motif hardware, ecru painted finish and traditional carving details that will create the feeling of a room worth of a fairy tale princess. Offering regular bed, daybed and canopy poster bed in both ecru painted white wash and dark cherry finishes.",Cinderella.tif Cinderella Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1386T-1
"Classic in design and bold in style, the youth version of our popular Aris Collection adds warmth and character to your child's bedroom.  Bun feet serve to support the simple yet elegantly designed case pieces, while the warm brown cherry finish completes the overall look. Student desk with hutch and coordinating chair are also available.",Aris Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,B1422T-1
A classic look is offered to meet the sleep and relaxation needs of your household with the Adalie Collection. The profile of the daybed is defined by double nailhead accenting while the interior and exterior panels feature button tufting that lends to the modern traditional styling of the group. The accompanying the under-bed trundle pulls out to accommodate your additional sleep space needs.,Adalie Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4971__1-750x500.jpg,4971
"Perfect for the flexible need of sleep space in your home, the Edmund Collection provides a stylish and functional option to extend your hospitality. The plush framing and rolled arms of the gray-covered button-tufted twin daybed lends to the classic look of your home. Stored discretely below the main sleeping platform is a roll-out trundle.",Edmund Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4970__1-750x500.jpg,4970
"The gray fabric covering of the Therese Collection blended with nailhead accent and clean lines, creates a look that will compliment your home decor. Whether used for sleeping or relaxing, the clean-line daybed design allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",Therese Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4969GY__1-750x500.jpg,4969GY
"Modern traditional styling plays well with the dÃ©cor of your home in the Auberon Collection. Quatrefoil pattern is, along with distinct jointing, as a decorative statement with the black metal framing serving as an update to the traditional look. A metal frame trundle glides from beneath the main sleeping platform to provide additional sleep space.",Auberon Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4968BK-NT__1-750x500.jpg,4968BK-NT
"With a look that lends to sophisticated urban styling, the Octavia Collection will be a welcome addition to your home. Gray fabric-covered inserts feature button detailing along with distinct black metal framing to achieve the modern look of the daybed. A metal frame trundle glides from beneath the main sleeping platform to provide additional sleep space.",Octavia Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4967BK-NT__1-750x500.jpg,4967BK-NT
"The Tulney Collection is designed with the modern traditional home in mind. Designed to use as a bed or a cozy relaxation nook, it features a trundle that provides the extra space that you need for overnight guests. Covered in a neutral toned gray fabric, the black button-tufted back panel, and the nailhead accent along the curved arm panels complete the traditional look. Also available in brown and dark gray fabric.",Tulney Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4966DG__1-750x500.jpg,4966DG
"The Tulney Collection is designed with the modern traditional home in mind. Designed to use as a bed or a cozy relaxation nook, it features a trundle that provides the extra space that you need for overnight guests. Covered in a neutral toned gray fabric, the black button-tufted back panel, and the nailhead accent along the curved arm panels complete the traditional look. Also available in brown and dark gray fabric.",Tulney Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4966BR__1-750x500.jpg,4966BR
"The Tulney Collection is designed with the modern traditional home in mind. Designed to use as a bed or a cozy relaxation nook, it features a trundle that provides the extra space that you need for overnight guests. Covered in a neutral toned grey fabric, the black button-tufted back panel, and the nailhead accent along the curved arm panels complete the traditional look.",Tulney Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/4966__1-750x500.jpg,4966
"The black vinyl covering of the Adra Collection blended with clean contemporary lines, creates a look that will compliment your homeâs decor. Whether used for sleeping or relaxing, the clean-line trundle design allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",Adra Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/4949BK__1-750x500.jpg,4949BK
"With a modern design that includes clean lines and a dark brown bi-cast vinyl or modern grey fabric, the Roland Collection will be a functional addition to your home. Nestled below the twin bed is the easily accessed lower trundle unit. Casters make quick work of extending this extra sleep space.",Roland Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4950GY__1-750x500.jpg,4950GY
"Classically styled for your traditional home, the Lorena Collection is offered in a white finish with accenting finials and turned metal connectors that complete the look of this daybed. The metal trundle provides additional sleep space to fit your needs.",Lorena Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4965W-NT__1-750x500.jpg,4965W-NT
"The design of the Jones Collection utilizes accents such as finials, and medallion connections to provide a traditional look to this functional daybed. The accompanied metal trundle provides additional sleep space in times of need.",Jones Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4964BK-NT__1-750x500.jpg,4964BK-NT
"Versatile placement options, while utilizing minimum space makes the Potrero Collection the right choice for your home. Three styles, each offered in a single cover are available â Grey fabric with vertical channel seaming, black bi-cast vinyl with x-stitch pattern and brown fabric with square pattern.",Potrero Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2026TPU-1HB__1-750x500.jpg,2026TPU-1HB
"Versatile placement options, while utilizing minimum space makes the Potrero Collection the right choice for your home. Three styles, each offered in a single cover are available â Grey fabric with vertical channel seaming, black bi-cast vinyl with x-stitch pattern and brown fabric with square pattern.",Potrero Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2025T-1HB__1-750x500.jpg,2025T-1HB
"The multi-functionality of a daybed provides a level of flexibility that makes it a welcome addition to almost any home. The Ruby Collection is finished in burnished bronze and is a sturdy in traditional styling. When used as a bed, with the addition of the trundle, your sleep space capability doubles.",Ruby Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/4962DB-NT__1-750x500.jpg,4962DB-NT
"The multi-functionality of a daybed provides a level of flexibility that makes it a welcome addition to almost any home. The Julia Collection is finished in white and draws design inspiration from the look of a delicate garden trellis. When used as a bed, with the addition of the trundle, your sleep space capability doubles.",Julia Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/4961DB-NT__1-750x500.jpg,4961DB-NT
"The multi-functionality of a daybed provides a level of flexibility that makes it a welcome addition to almost any home. The Courtney Collection is finished in black and features the design accent of whimsical swirls. When used as a bed, with the addition of the trundle, your sleep space capability doubles.",Courtney Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/4960DB-NT__1-750x500.jpg,4960DB-NT
"In creating the perfect recreational room, you need functional pieces that provide comfort to your friends and family. The Caffery Collection, with a quick adjustment to the click mechanism, turns from a casual sofa into a flat platform perfect for sleeping or just hanging out. Offered in a dark brown bi-cast vinyl with white contrast stitching or dark grey fabric, the collection also features cup holders at arms for added convenience.",Caffery Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/4829LN__1-750x500.jpg,4829LN
"The multi-functional Marcelo Collection will provide your home with the seating and sleep space you require. When the click mechanism sofa is adjusted to a fully reclined position, it is met with the pull-out trundle that extends this multi-functional sofa into a bed. Other features include cup holders and the black bi-cast vinyl with white contrast stitching cover.",Marcelo Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/4838__1-750x500.jpg,4838
"In creating the perfect recreational room, you need functional pieces that provide comfort to your friends and family. The Caffery Collection, with a quick adjustment to the click mechanism, turns from a casual sofa into a flat platform perfect for sleeping or just hanging out. Offered in a dark brown bi-cast vinyl with white contrast stitching or dark grey fabric, the collection also features cup holders at arms for added convenience.",Caffery Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/4829DB__1-750x500.jpg,4829DB
