description,name,image,number
"Classic elements combine to create the refined styling of the Moorewood Park Collection. The casual pecan finish over pecan veneers belies the expected vision of stuffy traditional design with the light finish creating a unique statement to the medallion and gracefully scrolled motifs that feature prominently throughout the collection. Two elegant table options allow for perfect placement within your dining room â the first, a 108-inch rectangular top leg table and the second, a round 60-inch fixed-top table. Flanking the two table options are the subtly ornate dining chairs with their prominent medallion backs and decorative neutral tone seats. The china features canted curved pilasters and legs that enhance the profile of the collection while button and bale, along with knob, hardware featured in an antiqued bronze finish lend subtle contrast. Behind glass display storage along with the doors and drawers of the supporting buffet provides ample storage space for your tabletop accessories.",Moorewood Park Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1704-60__1-750x500.jpg,1704
"Classic elements combine to create the refined styling of the Moorewood Park Collection. The casual pecan finish over pecan veneers belies the expected vision of stuffy traditional design with the light finish creating a unique statement to the medallion and gracefully scrolled motifs that feature prominently throughout the collection. Two elegant table options allow for perfect placement within your dining room â the first, a 108-inch rectangular top leg table and the second, a round 60-inch fixed-top table. Flanking the two table options are the subtly ornate dining chairs with their prominent medallion backs and decorative neutral tone seats. The china features canted curved pilasters and legs that enhance the profile of the collection while button and bale, along with knob, hardware featured in an antiqued bronze finish lend subtle contrast. Behind glass display storage along with the doors and drawers of the supporting buffet provides ample storage space for your tabletop accessories.",Moorewood Park Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1704-108__1-750x500.jpg,1704
Transitionally styled for placement in your casual dining room is the Nantes Collection.The acacia veneer provides a unique look and texture to this wire-brushed dining offering. Slightly curved legs create subtle motion to the wood vertical slat back chairs with neutral-toned fabric-covered padded seats.,Nantes Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5423-66__11-750x500.jpg,5423
"A complement to the modern or transitional home, the Chama Collection is a unique addition to the overall dÃ©cor of your homeâs dining room. Framed in metal with a faux wood veneer top, the circular patterns provide focal accent to the table base as well as the accompanying chair backs. The padded seats are covered in chocolate brown fabric for ultimate flexibility for placement in a number of casual dining rooms.",Chama Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5469-60__11-750x500.jpg,5469
Ultra-modern styling is achieved in the design of the Miami Collection. The high gloss grey tabletop features chrome legs that exemplify the tenants of contemporary interior design. Continuous metal frame bases support the grey bi-cast vinyl seats of the coordinating side chairs.,Miami Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5430-60__11-750x500.jpg,5430
"Following the trend of modern industrial inspired design is the Angstrom Collection. Metal framing provides support to the two distinctly shaped burnished wood table tops â one a rectangular table with built-in wine rack, the other an adjustable round counter-to-pub height table â as well as the accompanying stools. Turning the seats allows for quick adjustment to counter or pub height, while the option for a traditional back stool or a no-back stool allows for your personal preference to reign in designing your space.",with 5429-24 Angstrom Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5429-36__1__5429-36_____with_5429-241-750x500.jpg,5429
"Following the trend of modern industrial inspired design is the Angstrom Collection. Metal framing provides support to the two distinctly shaped burnished wood table tops â one a rectangular table with built-in wine rack, the other an adjustable round counter-to-pub height table â as well as the accompanying stools. Turning the seats allows for quick adjustment to counter or pub height, while the option for a traditional back stool or a no-back stool allows for your personal preference to reign in designing your space.",with 5429-24ST Angstrom Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5429-36RD__1__5429-36RD_____with_5429-24ST1-750x500.jpg,5429
"At home in your casual dining space or perhaps in your recreation room, the Diego Collection serves as a casual gathering spot to relax and enjoy a meal, or to catch up with friends and family. The birch veneer of the collection features a versatile espresso finish. The pedestal display base allows for open storage. The matching chairs feature wooden vertical slat backs and padded seats with black bi-cast vinyl covering.",Diego Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5460-36__11-750x500.jpg,5460
"The solid, clean lines of the Arts and Crafts movement are interpreted from modern times in the Ameillia Collection. Substantial tapered legs and the wood veneer complement this simple and refined dining offering. Newly offered in a grey with brown undertone finish, the collection is also available in a dark oak finish. The rectangular table is flanked by the perfectly coordinating chair or bench option.",Ameillia Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/586GY-82__11-750x500.jpg,586GY
Designed for your casual dining space is the Jemez Collection. The substantial V-profile of the table base rises to support the faux marble top in this transitionally styled dining group. Brown fabric upholstered seats feature nail head accent and provide complementing contrast to the weathered wood finish of the chair legs and table base.,Jemez Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5470-72__11-750x500.jpg,5470
"Combining the look of natural elements with transitional styling, the Huron Collection will be a welcome addition to your homeâs casual dining space. Placed atop legs that feature the look of weathered wood, is a faux bluestone marble top creating stunning contrast that is further enhanced by the flanking dark grey fabric-covered button-tufted chairs and bench.",Huron Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5285-64__11-750x500.jpg,5285
"Designed for the transitional dining room, the Dorritt Collection provides a natural gathering spot for your friends and family for a shared meal. Bluestone marble top sits atop cherry finished legs in this transitional dining offering. The accompanying side chairs and optional bench are covered in button-tufted dark grey fabric that perfectly complements the bluestone marble table top.",Dorritt Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5281-64__11-750x500.jpg,5281
"Styled for the transitional home, the Mendel Collection blends wood and stone to create a design that will provide your dining room with the functional table space that you need. A grey finish graces the wood legs and aprons of this bluestone marble top dining offering. The shape of table base lends to the sturdy, yet graceful look while neutral grey fabric provides delicate contrast. Nail head accenting encircles the base of each chair seat and bench. The accompanying server features wine bottle rack, drawer and door storage, cup and knob hardware, and a bluestone marble top.",Mendel Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5280-64__11-750x500.jpg,5280
"Offered for your casual dining room is the Festus Collection. Extending to support and frame the corners of the light toned genuine marble tabletop are dark cherry finished legs. The coordinating chairs and bench feature dark brown bi-cast vinyl padded seats, each presenting a wrapped fold as the main focal accent.",Festus Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5466-62__11-750x500.jpg,5466
"Drawing inspiration from Danish mid-century modern design, the Anika Collection is a stylish addition to your homeâs dining space. The gentle curve of the table top is perfectly accentuated by the accompanying wood framed chairs, all featuring legs that are the signature to this classic look. Off-white bi-cast vinyl padded chair seats provide stark contrast to the light ash finish over ash veneer, furthering the contemporary design. The accompanying server features brushed nickel hardware and soft close mechanisms on the doors and storage drawers for quiet and sure closure.",Anika Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1915-60__11-750x500.jpg,1915
"The design of the Rochelle Collection is a unique play on contemporary design. Natural walnut veneer is utilized to provide stark contrast to the wire-brushed, raised panel pedestal base of this two tone counter height table. Ultra-low back chairs, featuring dark brown bi-cast vinyl, are available with either swivel or stationary seat.",Rochelle Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5435-36__12-750x500.jpg,5435
"With lines that lean to contemporary and a natural finish that can be placed in transitional settings, the unique design of the Compson Collection allows for your decorative imagination to run wild. Convenience factors of the self-storing table leaf, and the two tone finish that highlights the natural grain of the walnut veneer table top, are some of the valuable features offered in this offering. Wood framed chairs have chocolate brown fabric seats and backs that further the two-tone look of the collection. Following the curve of the table top is the optional 60-inch bench. The accompanying server features an open display shelf along with drawer and door storage for stowing your tabletop accessories.",Compson Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5431-77__11-750x500.jpg,5431
"Whether your home leans to transitional or contemporary design, the Sedley Collection will be the perfect fit for your casual dining needs. From the distinct walnut veneer pattern to the unique cut-away design of the trestle table base, bench, and server, each design component lends to placement in a variety of dining spaces. The chocolate brown tone of the chair fabric compliments the finish of the group. Convenience factors in the self-storing table leaf, while the server provides additional function with sliding doors that open to reveal wine bottle rack and shelf storage. Drawer storage with recessed pull hardware features prominently at the center of the server.",Sedley Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5415RF-78__1-750x500.jpg,5415RF
"Subtle contemporary design is called into play for the styling of the Kavanaugh Collection. Lending a distinct look to the tabletop is a classic checkerboard veneer pattern which is highlighted by a dark brown, with gray undertone finish. Providing contrast to the table is the brownish gray fabric coverings of the shallow cove back seats.",Kavanaugh Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5409-78__11-750x500.jpg,5409
"Creating a unique style that blends femininity with gracefully weathered industrial accenting, the Anna Claire Collection provides an unexpectedly elegant addition to a number of dining spaces. A driftwood finish covers the wood of the two base options; a rectangular trestle table or round pedestal table with a rusticated zinc tabletop that features nail head accent banding. Three chair options are available; button tufted back, curved arm, and nail head accented. Each with a neutral toned grey fabric that compliments the look of the collection.",with 5428-S2 Anna Claire Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5428-45RD__1__5428-45RD_____with_5428-S21-750x500.jpg,5428
"Creating a unique style that blends femininity with gracefully weathered industrial accenting, the Anna Claire Collection provides an unexpectedly elegant addition to a number of dining spaces. A driftwood finish covers the wood of the two base options; a rectangular trestle table or round pedestal table with a rusticated zinc tabletop that features nail head accent banding. Three chair options are available; button tufted back, curved arm, and nail head accented. Each with a neutral toned grey fabric that compliments the look of the collection.",with 5428-S3 5428-S1 Anna Claire Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5428-84__1__5428-84_____with_5428-S3_5428-S11-750x500.jpg,5428
"With a design that leans toward transitional styling, the wire-brushed Colmar Collection will be a welcome addition to your home casual dining space. A light burnished oak finish enhances the grain of the wood veneer allowing the character to shine through. The chairs feature light neutral fabric seats that complement the tone of wooden finish. Providing additional storage space for your tabletop dÃ©cor is the accompanying server. Wine bottle display shelving, as well as drawer and door storage feature prominently. Cylindrical wood and metal hardware graces the front of the unit.",Colmar Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5411RF-82__11-750x500.jpg,5411RF
"Bold curves provide elegant contrast to the unique look of the Toulon Collection. The heavily scrolled base supports of the table feature routing with dark pewter-finished metal trestle that connects. Wire-brushed distressing provides texture to the acacia veneer of the table and pine of the accompanying chairs. The optional bench takes shape with inspiration drawn from church pews, allowing for a look that will add a special touch to your dining room. The French provincial inspired routing lends decorative touch to the accompanying server, while dual drawer and door storage provides ample space to stow your tabletop accessories.",Toulon Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5438-96__11-750x500.jpg,5438
"Transitionally styled with a burnished brown finish, the Schleiger Collection features bold accenting and functional storage options. Sturdy legs support the metal and rivet banded table top with chair and bench options, allowing for versatile seating configurations. Metal and rivet banding with nailhead accent also features prominently on the open hutch and buffet, and mobile kitchen cart.",Schleiger Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5400-94__11-750x500.jpg,5400
